Class Name,API Name,Number of Input Parameter,Input Parameter Types,List of Methods Invoked
Lcom/android/server/hdmi/HdmiControlService,addDeviceEventListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiDeviceEventListener>]","['access$3500', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,addHdmiMhlVendorCommandListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiMhlVendorCommandListener>]","['access$4200', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,addHotplugEventListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiHotplugEventListener>]","['access$3300', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,addSystemAudioModeChangeListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiSystemAudioModeChangeListener>]","['access$3600', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,addVendorCommandListener,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiVendorCommandListener>, <Primordial,I>]","['access$4000', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,canChangeSystemAudioMode,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]","['tv', 'access$2700', 'hasSystemAudioDevice']"
Lcom/android/server/hdmi/HdmiControlService,clearTimerRecording,4,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,[B>]","['runOnServiceThread', '<init>', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,deviceSelect,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Application,Landroid/hardware/hdmi/IHdmiControlCallback>]","['runOnServiceThread', '<init>', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,getActiveSource,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]","['tv', 'getActivePath', 'getActiveSource', 'w', 'isValid', 'getActivePortId', '<init>', 'access$2700', 'getSafeDeviceInfoByPath']"
Lcom/android/server/hdmi/HdmiControlService,getDeviceList,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]","['getSafeCecDevicesLocked', 'tv', 'emptyList', 'access$2100', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,getInputDevices,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]","['tv', 'emptyList', 'mergeToUnmodifiableList', 'access$2100', 'getSafeExternalInputsLocked', 'access$2700', 'access$3900']"
Lcom/android/server/hdmi/HdmiControlService,getPortInfo,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]","['getPortInfo', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,getSupportedTypes,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]","['size', 'intValue', 'access$1000', 'get', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,getSystemAudioMode,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]","['tv', 'isSystemAudioActivated', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,oneTouchPlay,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiControlCallback>]","['runOnServiceThread', '<init>', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,portSelect,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Application,Landroid/hardware/hdmi/IHdmiControlCallback>]","['runOnServiceThread', '<init>', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,queryDisplayStatus,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiControlCallback>]","['runOnServiceThread', '<init>', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,removeHotplugEventListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiHotplugEventListener>]","['access$3400', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,removeSystemAudioModeChangeListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiSystemAudioModeChangeListener>]","['access$2700', 'access$3700']"
Lcom/android/server/hdmi/HdmiControlService,sendKeyEvent,4,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,Z>]","['runOnServiceThread', '<init>', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,sendMhlVendorCommand,5,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,I>, <Primordial,[B>]","['runOnServiceThread', '<init>', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,sendStandby,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>]","['runOnServiceThread', '<init>', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,sendVendorCommand,5,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,[B>, <Primordial,Z>]","['runOnServiceThread', '<init>', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,setArcMode,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,Z>]","['runOnServiceThread', '<init>', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,setHdmiRecordListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiRecordListener>]","['access$4100', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,setInputChangeListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiInputChangeListener>]","['access$3800', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,setProhibitMode,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,Z>]","['setProhibitMode', 'access$2700', 'isTvDevice']"
Lcom/android/server/hdmi/HdmiControlService,setStandbyMode,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,Z>]","['runOnServiceThread', '<init>', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,setSystemAudioMode,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,Z>, <Application,Landroid/hardware/hdmi/IHdmiControlCallback>]","['runOnServiceThread', '<init>', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,setSystemAudioMute,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,Z>]","['runOnServiceThread', '<init>', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,setSystemAudioVolume,4,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,I>]","['runOnServiceThread', '<init>', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,startOneTouchRecord,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,[B>]","['runOnServiceThread', '<init>', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,startTimerRecording,4,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,[B>]","['runOnServiceThread', '<init>', 'access$2700']"
Lcom/android/server/hdmi/HdmiControlService,stopOneTouchRecord,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>]","['runOnServiceThread', '<init>', 'access$2700']"
Lcom/android/server/usage/StorageStatsService$Lifecycle,getCacheBytes,3,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]","['next', 'queryStatsForUser', 'getCallingUid', 'iterator', 'getUsers', 'enforcePermission', 'hasNext']"
Lcom/android/server/usage/StorageStatsService$Lifecycle,getCacheQuotaBytes,4,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]","['getCallingUid', 'containsKey', 'enforcePermission', 'get']"
Lcom/android/server/usage/StorageStatsService$Lifecycle,getFreeBytes,3,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]","['restoreCallingIdentity', 'isQuotaSupported', 'getUsableSpace', 'max', 'clearCallingIdentity', 'getCacheBytes', 'findPathForUuid', '<init>', 'getStorageCacheBytes']"
Lcom/android/server/usage/StorageStatsService$Lifecycle,getTotalBytes,3,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]","['getPrimaryStorageSize', 'roundStorageSize', 'toString', '<init>', 'findVolumeByUuid', 'append']"
Lcom/android/server/usage/StorageStatsService$Lifecycle,isQuotaSupported,3,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]","['getCallingUid', 'isQuotaSupported', 'enforcePermission', 'getMessage', '<init>']"
Lcom/android/server/usage/StorageStatsService$Lifecycle,isReservedSupported,3,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]","['getCallingUid', 'enforcePermission', 'getBoolean']"
Lcom/android/server/usage/StorageStatsService$Lifecycle,queryExternalStatsForUser,4,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]","['getCallingUserId', 'getCallingUid', 'checkEquals', 'getMessage', '<init>', 'enforceCallingOrSelfPermission', 'getDefaultFlags', 'getExternalSize', 'getAppIds', 'enforcePermission', 'getBoolean', 'toString', 'append']"
Lcom/android/server/usage/StorageStatsService$Lifecycle,queryStatsForPackage,5,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]","['isSystemApp', 'getCallingUserId', 'getCallingUid', 'isUpdatedSystemApp', 'getMessage', '<init>', 'translate', 'enforceCallingOrSelfPermission', 'queryStatsForUid', 'getApplicationInfoAsUser', 'getCodePath', 'getAppSize', 'enforcePermission', 'defeatNullable', 'getPackagesForUid', 'appendElement', 'getUserId']"
Lcom/android/server/usage/StorageStatsService$Lifecycle,queryStatsForUid,4,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]","['isSystemApp', 'getCallingUserId', 'getCallingUid', 'isUpdatedSystemApp', 'checkEquals', 'getMessage', '<init>', 'translate', 'getAppId', 'enforceCallingOrSelfPermission', 'getDefaultFlags', 'getApplicationInfoAsUser', 'getCodePath', 'getAppSize', 'enforcePermission', 'defeatNullable', 'getPackagesForUid', 'getBoolean', 'toString', 'appendElement', 'getUserId', 'append']"
Lcom/android/server/usage/StorageStatsService$Lifecycle,queryStatsForUser,4,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]","['getCallingUserId', 'getCallingUid', 'checkEquals', 'getMessage', '<init>', 'translate', 'enforceCallingOrSelfPermission', 'getDefaultFlags', 'getUserSize', 'getAppIds', 'enforcePermission', 'getBoolean', 'toString', 'append']"
Lcom/android/server/timezone/RulesManagerService$Lifecycle,getRulesState,1,"[<Application,Lcom/android/server/timezone/RulesManagerService>]","['getRulesStateInternal', 'enforceCallerHasPermission']"
Lcom/android/server/timezone/RulesManagerService$Lifecycle,requestInstall,4,"[<Application,Lcom/android/server/timezone/RulesManagerService>, <Application,Landroid/os/ParcelFileDescriptor>, <Primordial,[B>, <Application,Landroid/app/timezone/ICallback>]","['createCheckTokenOrThrow', 'set', 'get', 'w', 'toStringOrNull', 'enforceCallerHasPermission', 'writeTimezoneRequestInstall', '<init>', 'close', 'execute']"
Lcom/android/server/timezone/RulesManagerService$Lifecycle,requestNothing,3,"[<Application,Lcom/android/server/timezone/RulesManagerService>, <Primordial,[B>, <Primordial,Z>]","['createCheckTokenOrThrow', 'recordCheckResult', 'writeTimezoneRequestNothing', 'toStringOrNull', 'enforceCallerHasPermission', 'writeTimezoneNothingComplete']"
Lcom/android/server/timezone/RulesManagerService$Lifecycle,requestUninstall,3,"[<Application,Lcom/android/server/timezone/RulesManagerService>, <Primordial,[B>, <Application,Landroid/app/timezone/ICallback>]","['createCheckTokenOrThrow', 'set', 'writeTimezoneRequestUninstall', 'get', 'toStringOrNull', 'enforceCallerHasPermission', '<init>', 'execute']"
Lcom/android/server/wifi/aware/WifiAwareService,connect,6,"[<Application,Lcom/android/server/wifi/aware/WifiAwareServiceImpl>, <Application,Landroid/os/IBinder>, <Application,Ljava/lang/String>, <Application,Landroid/net/wifi/aware/IWifiAwareEventCallback>, <Application,Landroid/net/wifi/aware/ConfigRequest>, <Primordial,Z>]","['onConnectFail', 'enforceLocationPermission', 'e', 'enforceChangePermission', 'getMockableCallingUid', '<init>', 'put', 'build', 'v', 'enforceNetworkStackPermission', 'checkPackage', 'enforceAccessPermission', 'toString', 'linkToDeath', 'getCallingPid', 'append', 'connect', 'validate']"
Lcom/android/server/wifi/aware/WifiAwareService,disconnect,3,"[<Application,Lcom/android/server/wifi/aware/WifiAwareServiceImpl>, <Primordial,I>, <Application,Landroid/os/IBinder>]","['disconnect', 'v', 'enforceChangePermission', 'get', 'getMockableCallingUid', 'enforceAccessPermission', 'toString', 'enforceClientValidity', '<init>', 'unlinkToDeath', 'delete', 'append']"
Lcom/android/server/wifi/aware/WifiAwareService,getCharacteristics,1,"[<Application,Lcom/android/server/wifi/aware/WifiAwareServiceImpl>]","['toPublicCharacteristics', 'enforceAccessPermission', 'getCapabilities']"
Lcom/android/server/wifi/aware/WifiAwareService,isUsageEnabled,1,"[<Application,Lcom/android/server/wifi/aware/WifiAwareServiceImpl>]","['enforceAccessPermission', 'isUsageEnabled']"
Lcom/android/server/wifi/aware/WifiAwareService,publish,5,"[<Application,Lcom/android/server/wifi/aware/WifiAwareServiceImpl>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Landroid/net/wifi/aware/PublishConfig>, <Application,Landroid/net/wifi/aware/IWifiAwareDiscoverySessionCallback>]","['enforceLocationPermission', 'enforceChangePermission', 'publish', 'getMockableCallingUid', 'checkPackage', 'getPackageManager', 'enforceAccessPermission', 'hasSystemFeature', 'assertValid', 'enforceClientValidity', '<init>', 'getCharacteristics']"
Lcom/android/server/wifi/aware/WifiAwareService,requestMacAddresses,4,"[<Application,Lcom/android/server/wifi/aware/WifiAwareServiceImpl>, <Primordial,I>, <Application,Ljava/util/List>, <Application,Landroid/net/wifi/aware/IWifiAwareMacAddressProvider>]","['requestMacAddresses', 'enforceNetworkStackPermission']"
